Doc Id	PMID		Sentence	Start Point	End Point	Length	Text	Notes	UMLS Code	UMLS Concept Name	Possible Alternative Codes		
2153	107868	3	One further B27 negative patients had a sister with ankylosing spondylitis and ulcerative colitis and a mother with ulcerative colitis.	53	74	22	ankylosing spondylitis	textual	C0038013	Ankylosing spondylitis			
2153	107868	3	One further B27 negative patients had a sister with ankylosing spondylitis and ulcerative colitis and a mother with ulcerative colitis.	80	97	18	ulcerative colitis	textual	C0009324	Ulcerative Colitis			
2153	107868	3	One further B27 negative patients had a sister with ankylosing spondylitis and ulcerative colitis and a mother with ulcerative colitis.	117	134	18	ulcerative colitis	textual	C0009324	Ulcerative Colitis			
2154	107868	4	There was evidence of a somewhat later age of onset of symptoms in B27 negative patients.					No annotation					
2155	107868	6	Twenty-five first-degree relatives with ankylosing spondylitis were all B27 positive.	41	62	22	ankylosing spondylitis	textual	C0038013	Ankylosing spondylitis			
2156	107868	7	The only instance of disassociation of B27 and spondylitis in a family was where the proband had ulcerative colitis as well as spondylitis.	48	58	11	spondylitis	intuitive - appears to be in reference to ankylosing spondylitis	C0038013	Ankylosing spondylitis			
2156	107868	7	The only instance of disassociation of B27 and spondylitis in a family was where the proband had ulcerative colitis as well as spondylitis.	98	115	18	ulcerative colitis	textual	C0009324	Ulcerative Colitis			
2156	107868	7	The only instance of disassociation of B27 and spondylitis in a family was where the proband had ulcerative colitis as well as spondylitis.	128	138	11	spondylitis	intuitive - appears to be in reference to ankylosing spondylitis	C0038013	Ankylosing spondylitis			
2157	107868	9	These findings are thought to provide evidence against the concept that the gene for ankylosing spondylitis is not B27 but a closely linked gene and favour the occurrence of an environmental event affecting approximately one-fifth of B27 positive males to result in disease..	86	107	22	ankylosing spondylitis	textual	C0038013	Ankylosing spondylitis			
2158	10788334	1	We have undertaken a hospital-based study, to identify possible BRCA1 and BRCA2 founder mutations in the Polish population.					No annotation					
2159	10788334	10	Seven distinct mutations were identified; five of these occurred in two or more families.					No annotation					
2160	10788334	11	In total, recurrent mutations were found in 33 (94%) of the 35 families with detected mutations.					No annotation					
2161	10788334	12	Three BRCA1 abnormalities-5382insC, C61G, and 4153delA-accounted for 51%, 20%, and 11% of the identified mutations, respectively..					No annotation					
2162	10788334	2	The study group consisted of 66 Polish families with cancer who have at least three related females affected with breast or ovarian cancer and who had cancer diagnosed, in at least one of the three affected females, at age <50 years.	54	59	6	cancer	textual - yields annotated codes, however, also yields 2 others	C0006826,C1306459 	Malignant Neoplasms, Primary malignant neoplasm			
2162	10788334	2	The study group consisted of 66 Polish families with cancer who have at least three related females affected with breast or ovarian cancer and who had cancer diagnosed, in at least one of the three affected females, at age <50 years.	115	138	24	breast or ovarian cancer	intuitive - list is present, a query of "breast cancer" yields annotated codes	C0678222, C0006142	Breast Carcinoma, Malignant neoplasm of breast			
2162	10788334	2	The study group consisted of 66 Polish families with cancer who have at least three related females affected with breast or ovarian cancer and who had cancer diagnosed, in at least one of the three affected females, at age <50 years.	125	138	14	ovarian cancer	textual	C1140680, C0029925	Malignant neoplasm of ovary, Ovarian Carcinoma			
2162	10788334	2	The study group consisted of 66 Polish families with cancer who have at least three related females affected with breast or ovarian cancer and who had cancer diagnosed, in at least one of the three affected females, at age <50 years.	133	138	6	cancer	textual - yields annotated codes, however, also yields 2 others	C0006826,C1306459 	Malignant Neoplasms, Primary malignant neoplasm			
2163	10788334	3	A total of 26 families had both breast and ovarian cancers, 4 families had ovarian cancers only, and 36 families had breast cancers only.	33	58	26	breast and ovarian cancers	intuitive - list is present, a query of "breast cancer" yields annotated codes	C0678222, C0006142	Breast Carcinoma, Malignant neoplasm of breast			
2163	10788334	3	A total of 26 families had both breast and ovarian cancers, 4 families had ovarian cancers only, and 36 families had breast cancers only.	44	58	15	ovarian cancers	textual	C1140680, C0029925	Malignant neoplasm of ovary, Ovarian Carcinoma			
2163	10788334	3	A total of 26 families had both breast and ovarian cancers, 4 families had ovarian cancers only, and 36 families had breast cancers only.	76	90	15	ovarian cancers	textual	C1140680, C0029925	Malignant neoplasm of ovary, Ovarian Carcinoma			
2163	10788334	3	A total of 26 families had both breast and ovarian cancers, 4 families had ovarian cancers only, and 36 families had breast cancers only.	118	131	14	breast cancers	textual	C0678222, C0006142	Breast Carcinoma, Malignant neoplasm of breast			
2164	10788334	4	Genomic DNA was prepared from the peripheral blood leukocytes of at least one affected woman from each family.					No annotation					
2165	10788334	5	The entire coding region of BRCA1 and BRCA2 was screened for the presence of germline mutations, by use of SSCP followed by direct sequencing of observed variants.					No annotation					
2166	10788334	6	Mutations were found in 35 (53%) of the 66 families studied.					No annotation					
2167	10788334	7	All but one of the mutations were detected within the BRCA1 gene.					No annotation					
2168	10788334	9	The single family with a BRCA2 mutation had the breast-ovarian cancer syndrome.	49	69	21	breast-ovarian cancer	intuitive - list is present, a query of "breast cancer" yields annotated codes	C0678222, C0006142	Breast Carcinoma, Malignant neoplasm of breast			
2168	10788334	9	The single family with a BRCA2 mutation had the breast-ovarian cancer syndrome.	56	69	14	ovarian cancer	textual	C1140680, C0029925	Malignant neoplasm of ovary, Ovarian Carcinoma			
2169	10790204	1	Very long chain acyl-CoA dehydrogenase (VLCAD) deficiency is a life-threatening disorder of mitochondrial fatty acid beta-oxidation.	1	57	57	Very long chain acyl-CoA dehydrogenase (VLCAD) deficiency	textual - a query of "Very long chain acyl-CoA dehydrogenase deficiency" yields annotated code	C0342784	Very long chain acyl-CoA dehydrogenase deficiency			
2169	10790204	1	Very long chain acyl-CoA dehydrogenase (VLCAD) deficiency is a life-threatening disorder of mitochondrial fatty acid beta-oxidation.	40	57	18	(VLCAD) deficiency	textual - a query of VLCAD deficiency yields annotated code	C0342784	Very long chain acyl-CoA dehydrogenase deficiency			
2170	10790204	10	This is an example of an exonic mutation which affects exon-splicing..					No annotation					
2171	10790204	2	We identified four novel mutations in three unrelated patients.					No annotation					
2172	10790204	4	Immunoblot analysis revealed that VLCAD protein was undetectable in patients 2 and 3, whereas normal-size VLCAD protein and an aberrant form of VLCAD (4kDa smaller) were detected in patient 1.					No annotation					
2173	10790204	5	As expected, null mutations were found in patients 2 and 3: patient 2 is homozygous for a frameshift mutation, del 4 bp at 798-801, and patient 3 is homozygous for a nonsense mutation 65C>A S22X.					No annotation					
2174	10790204	6	Patient 1 was homozygous for a complex mutant allele containing two alterations, including a 194C>T transition (P65L) and 739A>C transversion (K247Q); in the case of P65L, the amino acid change does not reduce enzyme activity.					No annotation					
2175	10790204	7	However, the nucleotide change resulted in exon 3 skipping, whereas the latter K247Q mutation had a drastic effect on enzyme activity.					No annotation					
2176	10790204	8	We verified these events by in vivo splicing experiments and transient expression analysis of mutant cDNAs.					No annotation					
2177	10790204	9	The P65L mutation locates 11 bases upstream of a splice donor site of intron 3.					No annotation					
2178	10797418	1	The Prader-Willi syndrome (PWS) critical region on 15q11-q13 is subject to imprinting.	5	25	21	Prader-Willi syndrome	textual	C0032897	Prader-Willi Syndrome			
2179	10797418	10	This represents a unique inheritance pattern due to imprinting..					No annotation					
2180	10797418	2	PWS becomes apparent when genes on the paternally inherited chromosome are not expressed.	1	3	3	PWS	textual	C0032897	Prader-Willi Syndrome			
2181	10797418	4	We report on a family in which a male and a female paternal first cousin both have PWS with cytogenetically normal karyotypes.	84	86	3	PWS	textual	C0032897	Prader-Willi Syndrome			
2182	10797418	5	Fluorescence in situ hybridization (FISH) analysis shows a submicroscopic deletion of SNRPN, but not the closely associated loci D15S10, D15S11, D15S63, and GABRB3.					No annotation					
2183	10797418	6	The cousins' fathers and two paternal aunts have the same deletion and are clinically normal.					No annotation					
2184	10797418	7	The grandmother of the cousins is deceased and not available for study, and their grandfather is not deleted for SNRPN.					No annotation					
2185	10797418	8	DNA methylation analysis of D15S63 is consistent with an abnormality of the imprinting center associated with PWS. Grandmatrilineal" inheritance occurs when a woman with deletion of an imprinted	111	113	3	PWS	textual	C0032897	Prader-Willi Syndrome			
2186	10797418	9	In this case, PWS does not become evident as long as the deletion is passed through the matrilineal line.	15	17	3	PWS	textual	C0032897	Prader-Willi Syndrome			
